cohort,isolate_id,reason,version,date_added
SOAR_207965,2572526,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126315,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128669,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128603,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128679,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128637,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126329,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126407,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126465,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126426,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126435,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126389,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126439,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127109,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127039,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127082,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127083,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127084,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127029,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127061,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126975,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127120,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127064,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127055,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127116,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127081,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127073,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126984,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126988,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127066,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127040,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127043,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127115,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127087,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127034,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127098,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127031,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127089,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127026,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127092,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127118,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127097,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127075,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127052,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127067,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127101,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127069,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127071,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127077,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592546,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592421,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592422,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127099,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127093,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127074,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127117,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127088,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127100,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127113,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127094,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592448,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127072,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127103,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592456,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592481,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594627,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594653,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592501,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505553,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592502,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592522,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592413,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594676,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594656,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505540,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592431,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505583,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592528,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592558,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592440,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505549,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592443,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505552,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505572,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505560,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592548,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592510,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592447,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505551,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592465,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592442,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505514,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594693,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594617,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592467,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505566,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505564,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592533,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592429,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592434,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505555,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592476,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505548,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505565,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505537,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505470,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594666,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594703,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594726,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592472,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592529,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592508,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592411,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592435,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594661,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594698,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592523,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505499,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594665,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592427,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505569,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592425,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592539,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592487,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592432,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505556,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592445,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592459,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592414,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505539,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505578,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592521,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505576,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505575,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592444,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2592541,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505492,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505395,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505427,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594711,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505394,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505425,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594727,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505511,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505488,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505406,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505431,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505388,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505451,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505520,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505485,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505521,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2594650,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505512,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505462,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505502,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505418,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505424,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505526,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505461,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505524,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505454,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505474,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505443,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505392,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505448,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505528,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505469,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505500,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505430,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505530,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505450,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505491,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505494,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505522,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505472,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505523,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505397,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505428,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126741,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128954,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505464,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505423,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505493,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505515,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505478,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505501,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505479,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505534,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505453,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505416,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505489,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505419,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505484,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505412,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
