iso3_country,burden_midpoint_weighted,mean_evolutionary_fitness_slope,health_expenditure_pct_gdp,hospital_beds_per_1000,antimicrobial_consumption_ddd,n_surveillance_years,consumption_included,consumption_data_gap,burden_risk_percentile,trajectory_risk_percentile,health_capacity_risk_percentile,consumption_risk_percentile,n_risk_components_core,composite_risk_score_core,composite_risk_score_with_consumption,n_risk_components_available,composite_risk_score,risk_rank_core,risk_rank,pathogen_type,methodology,vaccination_excluded_note,version,date_added
ROU,0.33879388608539013,-0.08318310208236221,4.961136696434042,6.7753106382978725,18.8892905,2,True,,90.0,55.55555555555556,40.15151515151515,42.857142857142854,3,61.9023569023569,57.14105339105339,4,61.9023569023569,11,11,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
SRB,0.3624031009310055,,8.539480741851529,5.5064890829694315,,2,False,no_esac_net_match_for_country_year,96.66666666666667,,26.515151515151516,,2,61.59090909090909,,2,61.59090909090909,12,12,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
GRC,0.24081652328809586,-0.6207138424343511,8.171823097242077,4.2462643290627105,32.55859466666667,3,True,,63.33333333333333,81.48148148148148,32.72727272727273,100.0,3,59.18069584736251,69.38552188552188,4,59.18069584736251,13,13,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
HRV,0.2149045907947893,-0.6732628006729974,6.640656959204036,5.655156950672645,19.28625166666667,3,True,,53.333333333333336,85.18518518518519,37.57575757575758,57.14285714285714,3,58.69809203142537,58.30928330928331,4,58.69809203142537,14,14,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
CHL,0.21601046289446862,-0.31089349406069305,8.67253962561361,2.105941676792223,,3,False,no_esac_net_match_for_country_year,56.666666666666664,70.37037037037037,45.3030303030303,,3,57.446689113355774,,3,57.446689113355774,15,15,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
MAR,0.162050250315819,-0.5353445605456043,5.052129708059701,,,2,False,no_esac_net_match_for_country_year,33.33333333333333,74.07407407407408,60.0,,3,55.80246913580246,,3,55.80246913580246,16,16,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
TUN,0.27199602169653786,0.19334460812345747,6.640581303087941,2.0813577771412204,,6,False,no_esac_net_match_for_country_year,80.0,22.22222222222222,64.24242424242425,,3,55.488215488215495,,3,55.488215488215495,17,17,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
KWT,0.26285189619050325,0.1865768626297724,5.050462725021459,,,7,False,no_esac_net_match_for_country_year,73.33333333333333,29.629629629629626,63.33333333333333,,3,55.4320987654321,,3,55.4320987654321,18,18,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
PHL,0.09637392853303087,-0.15742922831988285,3.956475017229219,1.0153904282115869,,2,False,no_esac_net_match_for_country_year,10.0,62.96296296296296,93.33333333333334,,3,55.4320987654321,,3,55.4320987654321,19,19,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
TUR,0.18280998126662998,0.075500172776617,4.446746632774577,2.8144252400548697,,7,False,no_esac_net_match_for_country_year,46.666666666666664,44.44444444444444,67.87878787878788,,3,52.996632996633,,3,52.996632996633,20,20,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
CRI,0.13574094526764532,,7.0972325233823526,1.151911764705882,,2,False,no_esac_net_match_for_country_year,26.666666666666668,,66.06060606060606,,2,46.36363636363637,,2,46.36363636363637,21,21,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
NGA,0.18214285714285708,1.2549078074201063,3.72265303,,,2,False,no_esac_net_match_for_country_year,43.333333333333336,3.7037037037037033,90.0,,3,45.67901234567901,,3,45.67901234567901,22,22,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
CZE,0.11260685032328338,-0.1477725046429522,7.306575648049363,6.7299999999999995,,2,False,no_esac_net_match_for_country_year,16.666666666666664,59.25925925925925,28.030303030303028,,3,34.652076318742985,,3,34.652076318742985,23,23,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
RUS,0.17119819419430057,0.20201731022491895,5.289108699178551,7.545972618368509,,3,False,no_esac_net_match_for_country_year,40.0,18.51851851851852,30.606060606060606,,3,29.708193041526375,,3,29.708193041526375,24,24,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
LBN,0.0917954643940488,0.0833333333332655,7.860658377142856,2.73,,2,False,no_esac_net_match_for_country_year,3.3333333333333335,40.74074074074074,43.484848484848484,,3,29.186307519640852,,3,29.186307519640852,25,25,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
ESP,0.09632246611532432,-0.07934032204484023,10.233893355676274,2.93740576496674,25.4200135,4,True,,6.666666666666667,51.85185185185185,28.939393939393938,85.71428571428571,3,29.152637485970814,43.293049543049534,4,29.152637485970814,26,26,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
UKR,0.11455683469138098,0.11717494015864723,7.60544408279819,6.745047884380985,,8,False,no_esac_net_match_for_country_year,20.0,33.33333333333333,22.424242424242426,,3,25.25252525252525,,3,25.25252525252525,27,27,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
BGR,0.14607306676664042,0.26945933363327257,7.4381878049559,7.22332213355733,20.135711999999998,3,True,,30.0,14.814814814814813,19.545454545454547,71.42857142857143,3,21.453423120089784,33.9472101972102,4,21.453423120089784,28,28,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
ARG,0.1354948484828455,0.3103279160704919,10.095350190866995,4.947458128078818,,3,False,no_esac_net_match_for_country_year,23.333333333333332,11.11111111111111,23.78787878787879,,3,19.410774410774412,,3,19.410774410774412,29,29,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
ITA,0.11098805652683129,0.31653695272201016,9.245146451606399,3.1317576156037696,18.2273785,4,True,,13.333333333333334,7.4074074074074066,30.0,28.57142857142857,3,16.91358024691358,19.82804232804233,4,16.91358024691358,30,30,bacterial,"Primary rank (composite_risk_score_core): equal-weight mean of burden, trajectory, and health-system capacity percentiles (same three components for all countries). Supplementary composite_risk_score_with_consumption adds ESAC-Net J01 antibiotic DDD percentile for matched European bacterial countries only. Vaccination excluded — not named in Justice Output 4 (line 109). Legacy composite_risk_score aliases composite_risk_score_core for dashboard compatibility.",Vaccination deliberately omitted — not named in Justice Section 7 Output 4 (line 109).,v1,2026-07-10
