pathogen_type,iso3_country,canonical_organism,canonical_drug,static_burden_midpoint,evolutionary_trajectory_slope,n_tested_total,low_n_flag,cluster_id,cluster_label,version,date_added,burden_percentile,trajectory_percentile,composite_priority_score,typology_label,typology_rank,methodology
bacterial,KHM,Streptococcus pneumoniae,erythromycin,0.4791666666666667,-5.058893689049438,48,True,4,cluster_4,v1,2026-07-10,83.38709677419355,99.11290322580645,91.25,high_burden_high_trajectory,17,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SRB,Streptococcus pneumoniae,cefuroxime,0.5977011494252874,-1.999999999999128,87,True,4,cluster_4,v1,2026-07-10,87.90322580645162,93.70967741935485,90.80645161290323,high_burden_high_trajectory,18,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SAU,Streptococcus pneumoniae,erythromycin,0.4722222222222222,-3.529446844527853,36,True,4,cluster_4,v1,2026-07-10,82.58064516129032,98.22580645161291,90.40322580645162,high_burden_high_trajectory,19,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,PHL,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.576271186440678,-1.9999999999983675,59,True,4,cluster_4,v1,2026-07-10,87.25806451612902,93.30645161290323,90.28225806451613,high_burden_high_trajectory,20,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SAU,Streptococcus pneumoniae,clarithromycin,0.4722222222222222,-3.0294468445278886,36,True,4,cluster_4,v1,2026-07-10,82.58064516129032,97.58064516129032,90.08064516129032,high_burden_high_trajectory,21,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KHM,Streptococcus pneumoniae,clarithromycin,0.4583333333333333,-5.058893689049438,48,True,4,cluster_4,v1,2026-07-10,80.96774193548387,99.11290322580645,90.04032258064515,high_burden_high_trajectory,22,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,CHL,Streptococcus pneumoniae,cefaclor,0.821917808219178,-0.7500000000000664,73,True,2,cluster_2,v1,2026-07-10,95.96774193548387,83.87096774193549,89.91935483870968,high_burden_high_trajectory,23,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SGP,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.4705882352941176,-2.999999999997552,34,True,4,cluster_4,v1,2026-07-10,82.01612903225806,97.25806451612902,89.63709677419354,high_burden_high_trajectory,24,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SAU,Streptococcus pneumoniae,azithromycin,0.4722222222222222,-2.5294468445276137,36,True,4,cluster_4,v1,2026-07-10,82.58064516129032,96.61290322580646,89.59677419354838,high_burden_high_trajectory,25,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,VNM,Haemophilus influenzae,cefixime,0.9071428571428573,-0.383720930232522,280,True,2,cluster_2,v1,2026-07-10,98.22580645161291,80.16129032258064,89.19354838709677,high_burden_high_trajectory,26,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KEN,Streptococcus pneumoniae,cefaclor,0.9545454545454546,-0.2500000000000177,44,True,2,cluster_2,v1,2026-07-10,99.83870967741936,77.25806451612904,88.5483870967742,high_burden_high_trajectory,27,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,ARE,Streptococcus pneumoniae,tetracycline,0.4489795918367347,-2.499999999999888,49,True,4,cluster_4,v1,2026-07-10,80.48387096774194,95.96774193548387,88.2258064516129,high_burden_high_trajectory,28,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KHM,Streptococcus pneumoniae,cefuroxime,0.4375,-2.999999999997552,48,True,4,cluster_4,v1,2026-07-10,78.87096774193549,97.25806451612902,88.06451612903226,high_burden_high_trajectory,29,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,GRC,Streptococcus pneumoniae,clarithromycin,0.494949494949495,-1.5147234222633177,99,True,3,cluster_3,v1,2026-07-10,83.87096774193549,92.0967741935484,87.98387096774195,high_burden_high_trajectory,30,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SRB,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.4712643678160919,-1.999999999999128,87,True,4,cluster_4,v1,2026-07-10,82.25806451612904,93.70967741935485,87.98387096774195,high_burden_high_trajectory,31,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,VNM,Haemophilus influenzae,cefpodoxime,0.7964285714285714,-0.4186046511626808,280,True,2,cluster_2,v1,2026-07-10,95.64516129032258,80.3225806451613,87.98387096774194,high_burden_high_trajectory,32,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SVK,Streptococcus pneumoniae,cefuroxime,0.3684210526315789,-5.058893689055369,95,True,4,cluster_4,v1,2026-07-10,75.64516129032258,99.83870967741936,87.74193548387098,high_burden_high_trajectory,33,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,GRC,Streptococcus pneumoniae,cefaclor,0.898989898989899,-0.2499999999999878,99,True,2,cluster_2,v1,2026-07-10,98.06451612903226,76.93548387096774,87.5,high_burden_high_trajectory,34,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,GRC,Streptococcus pneumoniae,erythromycin,0.5050505050505051,-1.0147234222633426,99,True,3,cluster_3,v1,2026-07-10,84.75806451612902,90.0,87.37903225806451,high_burden_high_trajectory,35,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,GRC,Streptococcus pneumoniae,azithromycin,0.5050505050505051,-1.0147234222633423,99,True,3,cluster_3,v1,2026-07-10,84.75806451612902,89.83870967741936,87.29838709677419,high_burden_high_trajectory,36,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,PAK,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.6666666666666666,-0.5174418604649991,189,True,2,cluster_2,v1,2026-07-10,90.96774193548387,82.74193548387096,86.85483870967741,high_burden_high_trajectory,37,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,LBN,Streptococcus pneumoniae,cefaclor,0.5238095238095238,-0.999999999999184,21,True,3,cluster_3,v1,2026-07-10,85.64516129032258,87.66129032258064,86.65322580645162,high_burden_high_trajectory,38,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SVK,Streptococcus pneumoniae,penicillin,0.3578947368421052,-4.0588936890550125,95,True,4,cluster_4,v1,2026-07-10,74.35483870967742,98.87096774193549,86.61290322580646,high_trajectory,39,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SAU,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.4363636363636363,-2.029446844527415,55,True,4,cluster_4,v1,2026-07-10,78.54838709677419,94.6774193548387,86.61290322580645,high_burden_high_trajectory,40,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SGP,Streptococcus pneumoniae,cefpodoxime,0.4411764705882353,-1.499999999998776,34,True,3,cluster_3,v1,2026-07-10,79.91935483870968,91.93548387096774,85.92741935483872,high_burden_high_trajectory,41,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SGP,Streptococcus pneumoniae,cefuroxime,0.4411764705882353,-1.4999999999987752,34,True,3,cluster_3,v1,2026-07-10,79.91935483870968,91.69354838709678,85.80645161290323,high_burden_high_trajectory,42,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,MAR,Streptococcus pneumoniae,cefaclor,0.4736842105263157,-0.999999999999184,19,True,3,cluster_3,v1,2026-07-10,82.9032258064516,87.66129032258064,85.28225806451613,high_burden_high_trajectory,43,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,HRV,Streptococcus pneumoniae,cefuroxime,0.3333333333333333,-2.529446844526183,93,True,3,cluster_3,v1,2026-07-10,72.66129032258064,96.45161290322581,84.55645161290323,high_trajectory,44,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,IND,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.7368421052631579,-0.1785714285714155,171,True,2,cluster_2,v1,2026-07-10,93.87096774193549,75.16129032258064,84.51612903225806,high_burden_high_trajectory,45,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KWT,Streptococcus pneumoniae,clarithromycin,0.6030534351145038,-0.4453768984097567,131,True,2,cluster_2,v1,2026-07-10,88.06451612903226,80.48387096774194,84.2741935483871,high_burden_high_trajectory,46,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SVK,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.3473684210526316,-2.058893689054301,95,True,3,cluster_3,v1,2026-07-10,73.06451612903226,95.3225806451613,84.19354838709677,high_trajectory,47,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,HRV,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.3548387096774194,-2.0294468445263525,93,True,3,cluster_3,v1,2026-07-10,73.87096774193549,94.35483870967742,84.11290322580646,high_trajectory,48,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KWT,Streptococcus pneumoniae,doxycycline,0.4153846153846154,-1.014723422263751,49,True,3,cluster_3,v1,2026-07-10,78.06451612903226,90.16129032258064,84.11290322580645,high_burden_high_trajectory,49,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,IND,Streptococcus pneumoniae,erythromycin,0.6892655367231638,-0.2121823682479056,177,True,2,cluster_2,v1,2026-07-10,91.85483870967742,76.12903225806451,83.99193548387098,high_burden_high_trajectory,50,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KHM,Haemophilus influenzae,amoxicillin,0.3,-2.999999999997552,30,True,3,cluster_3,v1,2026-07-10,70.3225806451613,97.25806451612902,83.79032258064515,high_trajectory,51,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KWT,Streptococcus pneumoniae,azithromycin,0.6106870229007634,-0.3056747746090527,131,True,2,cluster_2,v1,2026-07-10,88.2258064516129,79.19354838709678,83.70967741935485,high_burden_high_trajectory,52,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,ITA,Streptococcus pneumoniae,cefaclor,0.5194805194805194,-0.5000000000000184,77,True,2,cluster_2,v1,2026-07-10,85.48387096774194,81.93548387096774,83.70967741935485,high_burden_high_trajectory,53,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KWT,Streptococcus pneumoniae,tetracycline,0.4769230769230769,-0.7352765777369026,49,True,2,cluster_2,v1,2026-07-10,83.06451612903226,83.70967741935483,83.38709677419354,high_burden_high_trajectory,54,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KHM,Haemophilus influenzae,ampicillin,0.2666666666666666,-4.058893689050255,30,True,4,cluster_4,v1,2026-07-10,67.25806451612904,98.62903225806451,82.94354838709677,high_trajectory,55,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,ARE,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.3877551020408163,-0.9999999999999548,49,True,3,cluster_3,v1,2026-07-10,77.01612903225806,88.70967741935483,82.86290322580645,high_burden_high_trajectory,56,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,ROU,Streptococcus pneumoniae,cefaclor,0.9388646288209608,-2.1928431865826563e-16,229,True,2,cluster_2,v1,2026-07-10,99.19354838709677,65.80645161290323,82.5,high_burden,57,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,KWT,Streptococcus pneumoniae,erythromycin,0.6183206106870229,-0.2489483269811815,131,True,2,cluster_2,v1,2026-07-10,88.38709677419355,76.45161290322581,82.41935483870968,high_burden_high_trajectory,58,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,PAK,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.7814569536423841,-0.0142857142857038,151,True,2,cluster_2,v1,2026-07-10,95.16129032258065,69.59677419354838,82.37903225806451,high_burden,59,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,VNM,Haemophilus influenzae,amoxicillin/clavulanate,0.5405405405405406,-0.2765022465807064,471,True,2,cluster_2,v1,2026-07-10,86.12903225806451,78.38709677419354,82.25806451612902,high_burden_high_trajectory,60,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,IND,Streptococcus pneumoniae,azithromycin,0.6892655367231638,-0.107142857142721,177,True,2,cluster_2,v1,2026-07-10,91.85483870967742,72.25806451612902,82.05645161290323,high_burden,61,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,GRC,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.2884615384615384,-2.0588936890526703,52,True,3,cluster_3,v1,2026-07-10,68.79032258064515,95.16129032258065,81.9758064516129,high_trajectory,62,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
bacterial,SGP,Streptococcus pneumoniae,ampicillin,0.3235294117647059,-1.4999999999987752,34,True,3,cluster_3,v1,2026-07-10,72.25806451612902,91.69354838709678,81.9758064516129,high_trajectory,63,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context."
