pathogen_type,iso3_country,canonical_organism,canonical_drug,static_burden_midpoint,evolutionary_trajectory_slope,n_tested_total,low_n_flag,cluster_id,cluster_label,version,date_added,burden_percentile,trajectory_percentile,composite_priority_score,typology_label,typology_rank,methodology,quality_gate,gate_reason,n_master_rows,n_interpretable_rows,typology_rank_ungated,composite_priority_score_ungated
fungal,ARG,Candida parapsilosis,Flucytosine,0.2105263157894736,-1.4000000000000343,19,True,0,cluster_0,v1,2026-07-20,94.87577639751554,98.91304347826086,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,1025,1025,11,96.8944099378882
fungal,SWE,Candida tropicalis,Flucytosine,0.2,-2.1000000000000805,5,True,0,cluster_0,v1,2026-07-20,94.17701863354036,99.61180124223604,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,604,604,12,96.8944099378882
fungal,FRA,Candida guilliermondii,Posaconazole,0.5,-0.333333333333324,2,True,1,cluster_1,v1,2026-07-20,98.87422360248446,93.16770186335404,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,149,149,13,96.02096273291926
fungal,HUN,Aspergillus niger,Itraconazole,0.625,-0.269230769230787,8,True,1,cluster_1,v1,2026-07-20,99.53416149068325,92.2360248447205,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,141,141,14,95.88509316770188
fungal,SVN,Aspergillus niger species complex,Itraconazole,0.6666666666666666,-0.201492537313428,6,True,1,cluster_1,v1,2026-07-20,99.68944099378882,90.99378881987576,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,216,216,15,95.34161490683228
fungal,DEU,Aspergillus niger species complex,Itraconazole,0.4615384615384615,-0.2691645133505896,26,True,1,cluster_1,v1,2026-07-20,98.2531055900621,92.15838509316772,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,216,216,16,95.20574534161491
fungal,CHN,Candida tropicalis,Posaconazole,0.1641791044776119,-0.7500000000000122,67,True,0,cluster_0,v1,2026-07-20,92.70186335403726,97.20496894409938,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,2139,2139,17,94.95341614906832
fungal,PAN,Candida albicans,Posaconazole,0.2285714285714285,-0.3999999999999266,35,True,0,cluster_0,v1,2026-07-20,95.34161490683228,93.8664596273292,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,9784,9784,18,94.60403726708074
fungal,CHN,Candida glabrata,Voriconazole,0.1272727272727272,-0.9176681067160553,55,True,0,cluster_0,v1,2026-07-20,91.53726708074534,97.43788819875776,94.48757763975156,high_burden_high_trajectory,1.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,4314,4314,19,94.48757763975156
fungal,CHN,Candida glabrata,Posaconazole,0.1272727272727272,-0.7588340533580228,55,True,0,cluster_0,v1,2026-07-20,91.53726708074534,97.32142857142856,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,4314,4314,20,94.42934782608695
fungal,CHN,Candida glabrata,Itraconazole,0.1272727272727272,-0.7588340533580228,55,True,0,cluster_0,v1,2026-07-20,91.53726708074534,97.32142857142856,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,3519,3519,21,94.42934782608695
fungal,FRA,Aspergillus niger species complex,Itraconazole,0.5,-0.1428571428571371,6,True,1,cluster_1,v1,2026-07-20,98.87422360248446,89.28571428571429,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,216,216,22,94.07996894409938
fungal,DEU,Cryptococcus neoformans var. grubii,Posaconazole,0.3333333333333333,-0.176775610542583,3,True,0,cluster_0,v1,2026-07-20,97.43788819875776,90.6055900621118,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,432,432,23,94.02173913043478
fungal,AUS,Aspergillus niger species complex,Itraconazole,0.4117647058823529,-0.1551383399209537,34,True,0,cluster_0,v1,2026-07-20,98.13664596273291,89.82919254658384,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,216,216,24,93.98291925465838
fungal,COL,Candida tropicalis,Posaconazole,0.2,-0.3529446844527267,10,True,0,cluster_0,v1,2026-07-20,94.17701863354036,93.555900621118,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,2139,2139,25,93.8664596273292
fungal,ROU,Candida lusitaniae,Posaconazole,0.3333333333333333,-0.1666666666666682,3,True,0,cluster_0,v1,2026-07-20,97.43788819875776,90.13975155279503,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416,26,93.7888198757764
fungal,ARG,Candida lusitaniae,Posaconazole,0.3333333333333333,-0.1326530612244983,3,True,0,cluster_0,v1,2026-07-20,97.43788819875776,88.74223602484473,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416,27,93.09006211180125
fungal,FRA,Candida lusitaniae,Posaconazole,0.25,-0.1337281359134529,12,True,0,cluster_0,v1,2026-07-20,95.96273291925466,88.81987577639751,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416,28,92.3913043478261
fungal,GBR,Aspergillus fumigatus,Posaconazole,0.1111111111111111,-0.4999999999998309,18,True,0,cluster_0,v1,2026-07-20,90.02329192546584,94.48757763975156,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,2083,2083,29,92.25543478260867
fungal,SVK,Candida glabrata,Voriconazole,0.3125,-0.0944640805238422,16,True,0,cluster_0,v1,2026-07-20,97.0496894409938,86.72360248447205,91.88664596273291,high_burden_high_trajectory,2.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,4314,4314,30,91.88664596273291
fungal,CAN,Aspergillus niger species complex,Itraconazole,0.2222222222222222,-0.1161971830985836,9,True,0,cluster_0,v1,2026-07-20,95.1475155279503,87.96583850931677,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,216,216,31,91.55667701863354
fungal,HKG,Candida albicans,Itraconazole,0.0833333333333333,-0.5000000000000611,12,True,0,cluster_0,v1,2026-07-20,87.69409937888199,95.3027950310559,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,7795,7795,32,91.49844720496894
fungal,ITA,Aspergillus niger species complex,Itraconazole,0.1764705882352941,-0.1374045801526318,17,True,0,cluster_0,v1,2026-07-20,93.40062111801242,88.9751552795031,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,216,216,33,91.18788819875776
fungal,THA,Aspergillus niger,Itraconazole,0.125,-0.2076271186440864,8,True,0,cluster_0,v1,2026-07-20,91.03260869565216,91.14906832298136,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,141,141,34,91.09083850931675
fungal,BRA,Candida lusitaniae,Posaconazole,0.25,-0.0779220779220779,4,True,0,cluster_0,v1,2026-07-20,95.96273291925466,85.71428571428571,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416,35,90.8385093167702
fungal,CHN,Candida parapsilosis,Posaconazole,0.0697674418604651,-0.4000000000000014,86,True,0,cluster_0,v1,2026-07-20,86.25776397515527,94.09937888198758,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,3424,3424,36,90.17857142857142
fungal,ESP,Candida lusitaniae,Posaconazole,0.25,-0.0660377358490496,12,True,0,cluster_0,v1,2026-07-20,95.96273291925466,84.23913043478261,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416,37,90.10093167701864
fungal,ISR,Candida lusitaniae,Posaconazole,0.3333333333333333,-0.0540540540540457,3,True,0,cluster_0,v1,2026-07-20,97.43788819875776,82.7639751552795,,high_burden_high_trajectory,,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416,38,90.10093167701862
