pathogen_type,iso3_country,canonical_organism,canonical_drug,static_burden_midpoint,evolutionary_trajectory_slope,n_tested_total,low_n_flag,cluster_id,cluster_label,version,date_added
fungal,ARG,Cryptococcus neoformans var. grubii,Voriconazole,0.0,0.1222222222222161,5,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus flavus species complex,Itraconazole,0.0,0.0721868365180744,15,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus flavus species complex,Posaconazole,0.0,-0.0172352173632834,15,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus fumigatus,Amphotericin B,0.005847953216374269,0.0024308152580457,171,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus fumigatus,Itraconazole,0.017543859649122806,-0.0676888556469639,171,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus fumigatus,Posaconazole,0.0,0.0512341062079285,171,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus niger,Itraconazole,0.0,0.0876460767946592,18,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus niger,Posaconazole,0.0,0.1068447412353965,18,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Aspergillus niger species complex,Posaconazole,0.0,0.0306324110671916,34,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida albicans,Amphotericin B,0.0,0.0747252747252742,463,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida albicans,Itraconazole,0.04603580562659847,-0.0342651036970233,373,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida albicans,Posaconazole,0.0345572354211663,-0.0021978021978005,463,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida dubliniensis,Itraconazole,0.06097560975609756,0.0050505050505023,36,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida dubliniensis,Posaconazole,0.0,0.0318815331010456,46,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida glabrata,Amphotericin B,0.0,0.0351648351648361,252,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida glabrata,Itraconazole,0.03879310344827586,0.0631199278629381,228,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida glabrata,Posaconazole,0.05952380952380952,0.0879120879120859,252,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida glabrata,Voriconazole,0.05952380952380953,0.0919246249684827,252,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida guilliermondii,Amphotericin B,0.0,0.0571748878923663,14,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida guilliermondii,Posaconazole,0.07142857142857141,-0.0873792589964775,14,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida krusei,Amphotericin B,0.0,0.0024390243902425,32,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida krusei,Itraconazole,0.04838709677419355,0.0453785480840622,28,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida krusei,Posaconazole,0.0,0.0376306620209045,32,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida lusitaniae,Amphotericin B,0.0,0.0824964179486638,22,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida lusitaniae,Itraconazole,0.022727272727272728,0.0436579517591216,21,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida parapsilosis,Amphotericin B,0.0,0.0901098901098886,117,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida parapsilosis,Itraconazole,0.025,0.0678032370759588,95,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida parapsilosis,Posaconazole,0.0,0.0516483516483494,117,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida tropicalis,Amphotericin B,0.0,0.0343472317156517,44,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida tropicalis,Itraconazole,0.03488372093023256,0.0035011803235728,40,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Candida tropicalis,Posaconazole,0.06818181818181818,-0.0770676691729342,44,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans,Amphotericin B,0.0,0.0,3,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans,Fluconazole,0.0,0.083333333333335,3,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans,Itraconazole,0.0,0.0416666666666675,3,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans,Posaconazole,0.0,-0.0441205703772329,3,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans,Voriconazole,0.0,0.083333333333335,3,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. grubii,Amphotericin B,0.0,0.017423442449845,26,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. grubii,Fluconazole,0.0,0.0541182682154254,26,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. grubii,Itraconazole,0.1,0.1097982204813012,20,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. grubii,Posaconazole,0.038461538461538464,0.0311833575062735,26,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. grubii,Voriconazole,0.0,0.0931890179514196,26,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. neoformans,Amphotericin B,0.0,-4.81485407787021e-18,2,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. neoformans,Fluconazole,0.0,-1.925941631148084e-17,2,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. neoformans,Itraconazole,0.0,0.2573617111316847,2,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. neoformans,Posaconazole,0.0,0.1249999999999945,2,True,0,cluster_0,v1,2026-07-08
fungal,AUS,Cryptococcus neoformans var. neoformans,Voriconazole,0.0,-0.1249999999999944,2,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Aspergillus flavus species complex,Itraconazole,0.0,-0.1250000000000067,3,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Aspergillus flavus species complex,Posaconazole,0.0,0.2500000000000133,3,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Aspergillus fumigatus,Amphotericin B,0.0,0.3214285714286498,43,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Aspergillus fumigatus,Posaconazole,0.09302325581395349,-3.266265382893669e-17,43,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida albicans,Amphotericin B,0.0,0.1035714285714312,253,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida albicans,Itraconazole,0.04896907216494845,0.0598859315589338,183,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida albicans,Posaconazole,0.05138339920948616,0.0535714285714253,253,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida dubliniensis,Itraconazole,0.09090909090909091,0.0494791666666667,9,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida dubliniensis,Posaconazole,0.0,0.0700325732898975,11,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida glabrata,Amphotericin B,0.0,0.0678571428571441,86,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida guilliermondii,Amphotericin B,0.0,0.0655430711610614,9,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida guilliermondii,Posaconazole,0.0,0.0298522590092664,9,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida krusei,Amphotericin B,0.0,-0.0009596928982668,7,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida krusei,Itraconazole,0.07142857142857142,0.0129533678756527,6,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida krusei,Posaconazole,0.0,-0.0249520153550877,7,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida lusitaniae,Amphotericin B,0.0,0.1792929292929198,5,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida parapsilosis,Amphotericin B,0.0,0.0021978021978034,40,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida parapsilosis,Itraconazole,0.06944444444444445,0.053771184655072,31,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida parapsilosis,Posaconazole,0.025,0.045054945054946,40,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida tropicalis,Amphotericin B,0.0,0.0592760180995498,22,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida tropicalis,Itraconazole,0.1,0.1784110201607757,18,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Candida tropicalis,Posaconazole,0.045454545454545456,0.1064832985468336,22,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Cryptococcus neoformans var. grubii,Amphotericin B,0.0,-0.089743589743588,5,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Cryptococcus neoformans var. grubii,Fluconazole,0.0,0.1346153846153839,5,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Cryptococcus neoformans var. grubii,Itraconazole,0.0,0.1463109720945521,5,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Cryptococcus neoformans var. grubii,Posaconazole,0.0,0.095028920812498,5,True,0,cluster_0,v1,2026-07-08
fungal,BEL,Cryptococcus neoformans var. grubii,Voriconazole,0.0,0.089743589743588,5,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus flavus,Itraconazole,0.0,1.0988706093208998e-16,2,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus flavus,Posaconazole,0.0,-2.058893689052745,2,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus flavus species complex,Itraconazole,0.0,0.0454029511918286,20,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus flavus species complex,Posaconazole,0.0,0.0974512540842609,20,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus fumigatus,Amphotericin B,0.0,0.1108808290155438,46,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus fumigatus,Itraconazole,0.0,-0.0362694300518139,46,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus fumigatus,Posaconazole,0.021739130434782608,0.0488883703876848,46,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus niger,Itraconazole,0.0,-0.4999999999998293,2,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Aspergillus niger,Posaconazole,0.0,-1.6500961872824574e-17,2,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida albicans,Amphotericin B,0.0,0.0696428571428582,199,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida albicans,Itraconazole,0.054945054945054944,-0.0038022813688214,176,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida albicans,Posaconazole,0.05527638190954773,0.0142857142857152,199,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida dubliniensis,Itraconazole,0.0,0.1428571428571331,5,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida dubliniensis,Posaconazole,0.0,-0.2142857142856171,5,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida glabrata,Amphotericin B,0.0,0.0578210590383444,40,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida glabrata,Itraconazole,0.06578947368421054,0.0464150943396223,35,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida glabrata,Posaconazole,0.050000000000000024,0.0235849056603763,40,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida glabrata,Voriconazole,0.050000000000000024,0.0826888830258598,40,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida guilliermondii,Amphotericin B,0.0,-0.0326765425774612,10,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida guilliermondii,Posaconazole,0.1,0.1158758722978789,10,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida krusei,Amphotericin B,0.0,0.046075085324233,13,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida lusitaniae,Amphotericin B,0.0,-8.801285583066115e-20,4,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida parapsilosis,Amphotericin B,0.0,0.0249999999999989,103,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida parapsilosis,Itraconazole,0.043010752688172026,0.0520597059616029,89,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida parapsilosis,Posaconazole,0.019417475728155324,0.0374999999999998,103,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida tropicalis,Amphotericin B,0.0,0.049273447820343,75,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida tropicalis,Itraconazole,0.013888888888888888,0.0167755043532219,70,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Candida tropicalis,Posaconazole,0.039999999999999994,-0.033157199471597,75,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans,Amphotericin B,0.0,0.0398089171974502,23,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans,Fluconazole,0.0,-0.035031847133752,23,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans,Itraconazole,0.0,0.0047770700636982,23,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans,Voriconazole,0.0,-0.0796178343949004,23,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans var. grubii,Amphotericin B,0.013698630136986308,0.0446476600322745,73,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans var. grubii,Fluconazole,0.0,0.0215169445938711,73,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans var. grubii,Itraconazole,0.07446808510638298,-0.0660242765332081,40,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans var. grubii,Posaconazole,0.013698630136986308,-0.030664212402171,73,True,0,cluster_0,v1,2026-07-08
fungal,BRA,Cryptococcus neoformans var. grubii,Voriconazole,0.0,0.0072619688004316,73,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus flavus species complex,Itraconazole,0.0,0.1121495327102777,10,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus fumigatus,Amphotericin B,0.0,-0.0090909090909186,142,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus fumigatus,Itraconazole,0.007042253521126761,-0.0500000000000051,142,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus fumigatus,Posaconazole,0.021126760563380285,0.0272727272727132,142,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus niger,Itraconazole,0.0,0.4615384615384254,6,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus niger,Posaconazole,0.0,0.2692307692307709,6,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Aspergillus niger species complex,Posaconazole,0.0,0.0258215962441303,9,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida albicans,Amphotericin B,0.0,0.1727272727272535,169,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida albicans,Flucytosine,0.0752688172043011,0.0,85,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida albicans,Itraconazole,0.02272727272727274,-0.0462962962963085,128,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida albicans,Posaconazole,0.017751479289940843,0.0818181818181686,169,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida dubliniensis,Posaconazole,0.0,-0.0029411764705832,27,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida glabrata,Amphotericin B,0.0,0.0318181818181645,97,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida glabrata,Flucytosine,0.09259259259259257,0.0,46,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida glabrata,Itraconazole,0.05714285714285713,-5.499898959484934e-15,66,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida glabrata,Posaconazole,0.061855670103092765,0.1251365600067113,97,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida glabrata,Voriconazole,0.07216494845360823,0.1692580339550806,97,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida guilliermondii,Amphotericin B,0.0,-9.565740041419685e-17,2,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida guilliermondii,Posaconazole,0.0,0.0,2,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida krusei,Amphotericin B,0.0,-3.311288568617793e-17,8,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida krusei,Flucytosine,0.125,-0.4500000000000499,6,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida krusei,Itraconazole,0.0625,-0.0511722569343785,7,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida lusitaniae,Amphotericin B,0.0,-7.307106997895243e-18,3,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida lusitaniae,Itraconazole,0.0,-0.2184924063609821,3,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida lusitaniae,Posaconazole,0.0,0.0,3,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida parapsilosis,Amphotericin B,0.0,0.0941558441558452,26,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida parapsilosis,Itraconazole,0.09090909090909091,0.052551569152603,18,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida parapsilosis,Posaconazole,0.0,0.0854978354978365,26,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida tropicalis,Amphotericin B,0.0,0.1000000000000116,21,True,0,cluster_0,v1,2026-07-08
fungal,CAN,Candida tropicalis,Posaconazole,0.047619047619047616,0.1166666666666659,21,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida albicans,Amphotericin B,0.0,0.2000000000000028,6,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida albicans,Itraconazole,0.0,0.2000000000000041,6,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida albicans,Posaconazole,0.0,2.0774229758593208e-15,6,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida glabrata,Amphotericin B,0.0,0.0405405405405332,7,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida glabrata,Itraconazole,0.0,0.1081081081081191,7,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida glabrata,Posaconazole,0.0,-0.1128832720854326,7,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida glabrata,Voriconazole,0.0,-0.0675675675675615,7,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida tropicalis,Amphotericin B,0.0,0.2500000000000211,2,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida tropicalis,Itraconazole,0.0,0.250000000000021,2,True,0,cluster_0,v1,2026-07-08
fungal,CHE,Candida tropicalis,Posaconazole,0.0,0.5000000000000421,2,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida albicans,Amphotericin B,0.0,0.0857142857142872,175,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida albicans,Itraconazole,0.033112582781456956,-0.0579847908745261,145,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida albicans,Posaconazole,0.04,-0.0500000000000011,175,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida dubliniensis,Itraconazole,0.0625,0.1127819548872155,7,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida dubliniensis,Posaconazole,0.0,0.0254957507082181,8,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida glabrata,Amphotericin B,0.0,0.0227080394922425,41,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida glabrata,Itraconazole,0.06578947368421052,0.1171698113207555,33,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida glabrata,Posaconazole,0.0,0.0586741889985907,41,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida glabrata,Voriconazole,0.0,0.067336338681418,41,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida guilliermondii,Amphotericin B,0.0,-0.3333333333333211,2,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida krusei,Amphotericin B,0.0,0.004916420845618,18,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida krusei,Itraconazole,0.05555555555555555,0.0083565459610026,16,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida krusei,Posaconazole,0.0,0.0256534250221202,18,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida lusitaniae,Amphotericin B,0.0,0.0667324128862496,24,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida lusitaniae,Itraconazole,0.09090909090909091,-0.0013610458728175,20,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida parapsilosis,Amphotericin B,0.0,0.0639053254437886,93,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida parapsilosis,Itraconazole,0.038461538461538464,-0.0115097140114544,74,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida parapsilosis,Posaconazole,0.010752688172043012,-0.0700671293120088,93,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida tropicalis,Amphotericin B,0.0,0.0220230473751576,35,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida tropicalis,Itraconazole,0.030303030303030304,-0.0417131298687205,31,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Candida tropicalis,Posaconazole,0.02857142857142857,-0.0166453265044845,35,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Cryptococcus neoformans var. grubii,Amphotericin B,0.0,0.0893561103810712,6,True,0,cluster_0,v1,2026-07-08
fungal,CHL,Cryptococcus neoformans var. grubii,Fluconazole,0.0,0.0420499342969829,6,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Aspergillus flavus species complex,Itraconazole,0.0,-1.2814294577869363e-16,9,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Aspergillus fumigatus,Amphotericin B,0.0,-1.2814294577869363e-16,20,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida albicans,Amphotericin B,0.0,-0.2999999999999951,163,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida albicans,Flucytosine,0.018404907975460072,0.0,163,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida albicans,Itraconazole,0.018404907975460058,-0.700000000000005,163,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida albicans,Posaconazole,0.049079754601227016,-0.7000000000000214,163,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida glabrata,Amphotericin B,0.0,-0.2999999999999951,55,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida glabrata,Flucytosine,0.0,0.0,55,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida glabrata,Itraconazole,0.12727272727272726,-0.7588340533580228,55,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida glabrata,Posaconazole,0.12727272727272726,-0.7588340533580228,55,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida glabrata,Voriconazole,0.12727272727272726,-0.9176681067160553,55,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida guilliermondii,Amphotericin B,0.0,-0.5000000000002315,4,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida guilliermondii,Flucytosine,0.0,-1.2814294577869363e-16,4,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida guilliermondii,Itraconazole,0.0,0.5000000000002309,4,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida guilliermondii,Posaconazole,0.0,0.5294468445270294,4,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida krusei,Flucytosine,0.0,-2.000000000000924,3,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida krusei,Itraconazole,0.0,-0.5000000000002315,3,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida krusei,Posaconazole,0.0,-1.2814294577869363e-16,3,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida parapsilosis,Amphotericin B,0.0,-0.2999999999999951,86,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida parapsilosis,Flucytosine,0.011627906976744191,0.0,86,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida parapsilosis,Itraconazole,0.02325581395348837,-0.299999999999995,86,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida parapsilosis,Posaconazole,0.0697674418604651,-0.4000000000000014,86,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida tropicalis,Amphotericin B,0.0,-0.1499999999999975,67,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida tropicalis,Flucytosine,0.0,0.0,67,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida tropicalis,Itraconazole,0.0298507462686567,-0.9500000000000168,67,True,0,cluster_0,v1,2026-07-08
fungal,CHN,Candida tropicalis,Posaconazole,0.16417910447761194,-0.7500000000000122,67,True,0,cluster_0,v1,2026-07-08
fungal,COL,Aspergillus flavus species complex,Itraconazole,0.0,0.4000000000000056,8,True,0,cluster_0,v1,2026-07-08
