iso3_country,canonical_organism,canonical_drug,dosing_variant,parsed_year,n_isolates,median_distance_to_failure,mixed_breakpoint_versions_in_cell,low_n_flag,version,date_added
ARE,Streptococcus pneumoniae,clarithromycin,,2021,38,-1.0,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,doxycycline,,2020,11,4.058893689053569,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,doxycycline,,2021,38,4.058893689053569,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,erythromycin,,2020,11,4.058893689053568,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,erythromycin,,2021,38,-2.0,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,levofloxacin,,2020,11,1.0,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,levofloxacin,,2021,38,1.0,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,moxifloxacin,,2020,11,2.0588936890535687,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,moxifloxacin,,2021,38,2.0588936890535687,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,penicillin,,2020,11,3.0,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,penicillin,,2021,38,3.0,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,tetracycline,,2020,11,3.0,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,tetracycline,,2021,38,0.5,False,False,v1,2026-07-08
ARE,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2020,11,2.0,False,True,v1,2026-07-08
ARE,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2021,38,1.0,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,amoxicillin,,2015,4,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,amoxicillin,,2016,74,2.0,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,amoxicillin,,2017,11,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,amoxicillin/clavulanate,standard,2015,4,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,amoxicillin/clavulanate,standard,2016,74,2.0,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,amoxicillin/clavulanate,standard,2017,11,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,ampicillin,,2015,4,2.0294468445267846,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,ampicillin,,2016,74,3.0588936890535687,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,ampicillin,,2017,11,3.0588936890535687,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,cefixime,,2015,4,2.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,cefixime,,2016,74,2.0588936890535683,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,cefixime,,2017,11,3.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,cefpodoxime,,2015,4,3.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,cefpodoxime,,2016,74,3.0588936890535683,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,cefpodoxime,,2017,11,3.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,ceftriaxone,,2015,4,3.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,ceftriaxone,,2016,74,3.0588936890535683,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,ceftriaxone,,2017,11,3.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,cefuroxime,,2015,4,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,cefuroxime,,2016,74,2.0,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,cefuroxime,,2017,11,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,levofloxacin,,2015,4,1.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,levofloxacin,,2016,74,2.0,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,levofloxacin,,2017,11,2.0,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,moxifloxacin,,2015,4,2.5588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,moxifloxacin,,2016,74,3.0588936890535683,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,moxifloxacin,,2017,11,3.0588936890535683,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2015,4,1.0294468445267844,False,True,v1,2026-07-08
ARG,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2016,74,3.0588936890535687,False,False,v1,2026-07-08
ARG,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2017,11,4.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,ampicillin,,2015,7,6.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,ampicillin,,2016,74,6.058893689053568,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,ampicillin,,2017,14,6.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,azithromycin,,2015,7,3.0588936890535683,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,azithromycin,,2016,74,3.0588936890535683,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,azithromycin,,2017,14,3.0588936890535683,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefaclor,,2015,7,-1.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefaclor,,2016,74,-1.0,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefaclor,,2017,14,-1.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefpodoxime,,2015,7,3.0588936890535683,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefpodoxime,,2016,74,4.058893689053568,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefpodoxime,,2017,14,3.5588936890535683,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,ceftriaxone,,2015,7,5.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,ceftriaxone,,2016,74,6.058893689053568,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,ceftriaxone,,2017,14,6.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefuroxime,,2015,7,2.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefuroxime,,2016,74,2.0,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,cefuroxime,,2017,14,5.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,clarithromycin,,2015,7,4.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,clarithromycin,,2016,74,4.058893689053568,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,clarithromycin,,2017,14,4.558893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,erythromycin,,2015,7,4.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,erythromycin,,2016,74,4.058893689053568,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,erythromycin,,2017,14,4.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,levofloxacin,,2015,7,1.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,levofloxacin,,2016,74,1.0,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,levofloxacin,,2017,14,1.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,moxifloxacin,,2015,7,2.0588936890535687,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,moxifloxacin,,2016,74,2.0588936890535687,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,moxifloxacin,,2017,14,2.0588936890535687,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,penicillin,,2015,7,3.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,penicillin,,2016,74,5.058893689053568,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,penicillin,,2017,14,5.058893689053568,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2015,7,3.0,False,True,v1,2026-07-08
ARG,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2016,74,3.0,False,False,v1,2026-07-08
ARG,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2017,14,3.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,amoxicillin,,2014,13,0.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,amoxicillin,,2015,60,0.0,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,amoxicillin/clavulanate,standard,2014,13,2.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,amoxicillin/clavulanate,standard,2015,60,2.0,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,ampicillin,,2014,13,2.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,ampicillin,,2015,60,2.0,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,ceftriaxone,,2014,13,2.0588936890535683,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,ceftriaxone,,2015,60,2.0588936890535683,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,cefuroxime,,2014,13,1.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,cefuroxime,,2015,60,1.0,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,levofloxacin,,2014,13,1.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,levofloxacin,,2015,60,1.0,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,moxifloxacin,,2014,13,3.0588936890535683,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,moxifloxacin,,2015,60,3.0588936890535683,False,False,v1,2026-07-08
BGR,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2014,13,-1.0,False,True,v1,2026-07-08
BGR,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2015,60,2.0,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,ampicillin,,2014,24,6.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,ampicillin,,2015,139,6.058893689053568,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,ampicillin,,2016,1,6.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,azithromycin,,2014,24,1.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,azithromycin,,2015,139,2.0588936890535687,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,azithromycin,,2016,1,2.0588936890535687,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,cefaclor,,2014,24,-1.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,cefaclor,,2015,139,-1.0,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,cefaclor,,2016,1,-1.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,ceftriaxone,,2014,24,6.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,ceftriaxone,,2015,139,6.058893689053568,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,ceftriaxone,,2016,1,6.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,cefuroxime,,2014,24,3.0588936890535687,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,cefuroxime,,2015,139,3.0588936890535687,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,cefuroxime,,2016,1,3.0588936890535687,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,clarithromycin,,2014,24,4.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,clarithromycin,,2015,139,5.058893689053568,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,clarithromycin,,2016,1,5.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,erythromycin,,2014,24,4.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,erythromycin,,2015,139,4.058893689053568,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,erythromycin,,2016,1,4.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,levofloxacin,,2014,24,1.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,levofloxacin,,2015,139,1.0,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,levofloxacin,,2016,1,1.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,moxifloxacin,,2014,24,1.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,moxifloxacin,,2015,139,2.0588936890535687,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,moxifloxacin,,2016,1,2.0588936890535687,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,penicillin,,2014,24,5.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,penicillin,,2015,139,5.058893689053568,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,penicillin,,2016,1,5.058893689053568,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2014,24,2.0,False,True,v1,2026-07-08
BGR,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2015,139,4.058893689053569,False,False,v1,2026-07-08
BGR,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2016,1,4.058893689053569,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,amoxicillin,,2015,1,-2.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,amoxicillin,,2016,56,2.0,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,amoxicillin,,2017,20,1.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,amoxicillin/clavulanate,standard,2015,1,1.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,amoxicillin/clavulanate,standard,2016,56,2.0,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,amoxicillin/clavulanate,standard,2017,20,1.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,ampicillin,,2015,1,-4.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,ampicillin,,2016,56,3.0588936890535687,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,ampicillin,,2017,20,2.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,cefixime,,2015,1,1.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,cefixime,,2016,56,2.5588936890535683,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,cefixime,,2017,20,2.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,cefpodoxime,,2015,1,2.0588936890535687,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,cefpodoxime,,2016,56,3.0588936890535683,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,cefpodoxime,,2017,20,3.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,ceftriaxone,,2015,1,3.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,ceftriaxone,,2016,56,3.0588936890535683,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,ceftriaxone,,2017,20,3.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,cefuroxime,,2015,1,1.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,cefuroxime,,2016,56,2.0,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,cefuroxime,,2017,20,1.5,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,levofloxacin,,2015,1,1.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,levofloxacin,,2016,56,1.0,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,levofloxacin,,2017,20,1.5,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,moxifloxacin,,2015,1,2.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,moxifloxacin,,2016,56,2.0588936890535683,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,moxifloxacin,,2017,20,2.0588936890535683,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2015,1,2.0,False,True,v1,2026-07-08
CHL,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2016,56,3.0588936890535687,False,False,v1,2026-07-08
CHL,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2017,20,3.0588936890535687,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,ampicillin,,2015,2,4.029446844526785,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,ampicillin,,2016,57,3.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,ampicillin,,2017,14,3.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,azithromycin,,2015,2,-1.4705531554732159,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,azithromycin,,2016,57,-4.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,azithromycin,,2017,14,-6.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefaclor,,2015,2,-0.5,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefaclor,,2016,57,-2.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefaclor,,2017,14,-2.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefpodoxime,,2015,2,3.5588936890535683,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefpodoxime,,2016,57,2.0588936890535687,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefpodoxime,,2017,14,1.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,ceftriaxone,,2015,2,6.058893689053568,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,ceftriaxone,,2016,57,4.058893689053569,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,ceftriaxone,,2017,14,3.5294468445267846,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefuroxime,,2015,2,4.058893689053568,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefuroxime,,2016,57,2.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,cefuroxime,,2017,14,1.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,clarithromycin,,2015,2,-0.47055315547321586,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,clarithromycin,,2016,57,-3.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,clarithromycin,,2017,14,-5.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,erythromycin,,2015,2,-0.47055315547321586,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,erythromycin,,2016,57,-4.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,erythromycin,,2017,14,-5.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,levofloxacin,,2015,2,1.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,levofloxacin,,2016,57,1.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,levofloxacin,,2017,14,1.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,moxifloxacin,,2015,2,1.5294468445267844,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,moxifloxacin,,2016,57,2.0588936890535687,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,moxifloxacin,,2017,14,2.0588936890535687,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,penicillin,,2015,2,4.558893689053569,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,penicillin,,2016,57,4.058893689053569,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,penicillin,,2017,14,2.5,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2015,2,3.0,False,True,v1,2026-07-08
CHL,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2016,57,1.0,False,False,v1,2026-07-08
CHL,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2017,14,1.0,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,amoxicillin,,2016,8,1.5,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,amoxicillin,,2017,44,0.5,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,amoxicillin/clavulanate,standard,2016,8,1.5,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,amoxicillin/clavulanate,standard,2017,44,1.0,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,ampicillin,,2016,8,1.5,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,ampicillin,,2017,44,1.0,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,cefixime,,2016,8,2.0588936890535683,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,cefixime,,2017,44,2.0588936890535683,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,cefpodoxime,,2016,8,2.5588936890535683,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,cefpodoxime,,2017,44,3.0588936890535683,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,ceftriaxone,,2016,8,3.0588936890535683,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,ceftriaxone,,2017,44,3.0588936890535683,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,cefuroxime,,2016,8,2.0,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,cefuroxime,,2017,44,1.0,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,levofloxacin,,2016,8,1.0,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,levofloxacin,,2017,44,2.0,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,moxifloxacin,,2016,8,2.0588936890535683,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,moxifloxacin,,2017,44,3.0588936890535683,False,False,v1,2026-07-08
CRI,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2016,8,2.5294468445267846,False,True,v1,2026-07-08
CRI,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2017,44,2.0,False,False,v1,2026-07-08
CRI,Streptococcus pneumoniae,ampicillin,,2016,2,6.058893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,azithromycin,,2016,2,4.058893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,cefaclor,,2016,2,2.029446844526784,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,cefpodoxime,,2016,2,4.558893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,ceftriaxone,,2016,2,7.058893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,cefuroxime,,2016,2,4.558893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,clarithromycin,,2016,2,5.058893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,erythromycin,,2016,2,5.058893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,levofloxacin,,2016,2,1.5,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,moxifloxacin,,2016,2,2.029446844526784,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,penicillin,,2016,2,5.058893689053568,False,True,v1,2026-07-08
CRI,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2016,2,4.529446844526785,False,True,v1,2026-07-08
CZE,Haemophilus influenzae,amoxicillin,,2014,21,0.0,False,True,v1,2026-07-08
CZE,Haemophilus influenzae,amoxicillin,,2015,176,0.0,False,False,v1,2026-07-08
CZE,Haemophilus influenzae,amoxicillin/clavulanate,standard,2014,21,2.0,False,True,v1,2026-07-08
